word,bengaliMeaning,pronunciation,example,exampleBengali,difficulty,level,partOfSpeech,Type of sentence,Type of tense
Dissimilar,অসদৃশ,/dɪsˈɪmʌlɜr/,Scientists are still examining the dissimilar closely.,বিজ্ঞানীরা এখনো অসদৃশ খুব কাছ থেকে পর্যবেক্ষণ করছেন।,Hard,IELTS Band 7-9,noun,Simple,Present Continuous
Distinctive,স্বতন্ত্র,/dɪstˈɪŋktɪv/,"Although it looked distinctive, the plan actually worked.","যদিও এটি স্বতন্ত্র মনে হয়েছিল, পরিকল্পনাটি আসলে কাজ করেছিল।",Hard,IELTS Band 7-9,adjective,Complex,Past Simple
distinguished,বিশিষ্ট,/dɪstˈɪŋgwɪʃt/,She distinguisheded the problem before anyone noticed.,কেউ লক্ষ্য করার আগেই সে সমস্যাটি বিশিষ্ট করেছিল।,Hard,IELTS Band 7-9,verb,Simple,Past Simple
Distort,বিকৃত করা,/dɪstˈɔrt/,"Although the distort seemed minor, it changed everything.","যদিও বিকৃত করা বিষয়টি সামান্য মনে হয়েছিল, এটি সবকিছু বদলে দিয়েছিল।",Medium,IELTS Band 6-7,noun,Complex,Past Simple
Distract,বিভ্রান্ত করা,/dɪstrˈækt/,Every student should understand the distract before the exam.,পরীক্ষার আগে প্রতিটি শিক্ষার্থীর বিভ্রান্ত করা সম্পর্কে বোঝা উচিত।,Medium,IELTS Band 6-7,noun,Simple,Present Simple
Distribute,বিতরণ,/dɪstrˈɪbjut/,The distribute will play a major role in the final decision.,চূড়ান্ত সিদ্ধান্তে বিতরণ বড় ভূমিকা রাখবে।,Hard,IELTS Band 7-9,noun,Simple,Future Simple
Disuse,অপব্যবহার,/dɪsjˈus/,"Because of the disuse, the whole plan had to change.",অপব্যবহার-এর কারণে পুরো পরিকল্পনা বদলাতে হয়েছিল।,Medium,IELTS Band 6-7,noun,Complex,Past Simple
Disused,অব্যবহৃত,,"Because they disuseded early, the project succeeded.","যেহেতু তারা আগেই অব্যবহৃত করেছিল, প্রকল্পটি সফল হয়েছিল।",Medium,IELTS Band 6-7,verb,Complex,Past Simple
diversify,বৈচিত্র্য/বহুমুখী করা,/daɪvˈɜrsʌfaɪ/,They diversify this issue every single day.,তারা প্রতিদিন এই বিষয়টি বৈচিত্র্য/বহুমুখী করে।,Medium,IELTS Band 6-7,verb,Simple,Present Simple
divided,বিভক্ত/ খণ্ডিত,/dɪvˈaɪdɪd/,She divideded the problem before anyone noticed.,কেউ লক্ষ্য করার আগেই সে সমস্যাটি বিভক্ত/ খণ্ডিত করেছিল।,Medium,IELTS Band 6-7,verb,Simple,Past Simple
Documentary,তথ্যাচত্র,/dɑkjʌmˈɛntɜri/,"Because the situation was so documentary, everyone took notice.",পরিস্থিতিটি এতটাই তথ্যাচত্র ছিল যে সবাই লক্ষ্য করেছিল।,Hard,IELTS Band 7-9,adjective,Complex,Past Simple
documented,নথিভুক্ত,/dˈɑkjʌmɛntʌd/,"If we act now, we can documented this matter.",এখন পদক্ষেপ নিলে আমরা বিষয়টি নথিভুক্ত করতে পারবো।,Hard,IELTS Band 7-9,verb,Complex,Present Simple
Dominate,আয়ত্ত করা,/dˈɑmʌneɪt/,The team is dominating new ways to solve it.,দলটি এটি সমাধানের নতুন উপায় আয়ত্ত করছে।,Hard,IELTS Band 7-9,verb,Simple,Present Continuous
Doubtful,সন্দেহজনক,/dˈaʊtfʌl/,"Although it looked doubtful, the plan actually worked.","যদিও এটি সন্দেহজনক মনে হয়েছিল, পরিকল্পনাটি আসলে কাজ করেছিল।",Medium,IELTS Band 6-7,adjective,Complex,Past Simple
downfall,পতন,/dˈaʊnfɔl/,"Because of the downfall, the whole plan had to change.",পতন-এর কারণে পুরো পরিকল্পনা বদলাতে হয়েছিল।,Medium,IELTS Band 6-7,noun,Complex,Past Simple
Downright,সরাসরি,/dˈaʊnraɪt/,The article discusses the downright in great detail.,প্রবন্ধটিতে সরাসরি নিয়ে বিস্তারিত আলোচনা করা হয়েছে।,Medium,IELTS Band 6-7,noun,Simple,Present Simple
Downstream,নিম্পপ্রবাহ -,/dˈaʊnstrˈim/,Scientists are still examining the downstream closely.,বিজ্ঞানীরা এখনো নিম্পপ্রবাহ - খুব কাছ থেকে পর্যবেক্ষণ করছেন।,Hard,IELTS Band 7-9,noun,Simple,Present Continuous
Downtown,শহরের কেন্দ্রস্থল,/dˈaʊntˈaʊn/,The downtown was clearly explained in the report.,প্রতিবেদনে শহরের কেন্দ্রস্থল বিষয়টি স্পষ্টভাবে ব্যাখ্যা করা হয়েছিল।,Medium,IELTS Band 6-7,noun,Simple,Past Simple
Downturn,মন্দা,/dˈaʊntɜrn/,Researchers have studied this downturn for many years.,গবেষকরা বহু বছর ধরে এই মন্দা নিয়ে গবেষণা করেছেন।,Medium,IELTS Band 6-7,noun,Simple,Present Perfect
Dozing,তন্দ্রাচ্ছন,/dˈoʊzɪŋ/,The team is dozinging new ways to solve it.,দলটি এটি সমাধানের নতুন উপায় তন্দ্রাচ্ছন করছে।,Easy,IELTS Band 5-6,verb,Simple,Present Continuous
Dramatic,নাটকীয়,/drʌmˈætɪk/,Most experts consider this method quite dramatic.,বেশিরভাগ বিশেষজ্ঞ এই পদ্ধতিটিকে বেশ নাটকীয় মনে করেন।,Medium,IELTS Band 6-7,adjective,Simple,Present Simple
Drastically,মারাত্মকভাবে,/drˈæstɪkli/,She answered the question drastically.,সে মারাত্মকভাবে প্রশ্নের উত্তর দিয়েছিল।,Hard,IELTS Band 7-9,adverb,Simple,Past Simple
Draw out,দেখানো/বোঝানো,,"Because of the draw out, the whole plan had to change.",দেখানো/বোঝানো-এর কারণে পুরো পরিকল্পনা বদলাতে হয়েছিল।,Medium,IELTS Band 6-7,noun,Complex,Past Simple
Dressed,পরিহিত,/drˈɛst/,She dresseded the problem before anyone noticed.,কেউ লক্ষ্য করার আগেই সে সমস্যাটি পরিহিত করেছিল।,Medium,IELTS Band 6-7,verb,Simple,Past Simple
Drowsy,তন্দ্রালু,/drˈaʊzi/,Scientists are still examining the drowsy closely.,বিজ্ঞানীরা এখনো তন্দ্রালু খুব কাছ থেকে পর্যবেক্ষণ করছেন।,Easy,IELTS Band 5-6,noun,Simple,Present Continuous
Due,বাকি,/dˈu/,The due was clearly explained in the report.,প্রতিবেদনে বাকি বিষয়টি স্পষ্টভাবে ব্যাখ্যা করা হয়েছিল।,Easy,IELTS Band 5-6,noun,Simple,Past Simple
Dug,খনন করা,/dˈʌg/,Researchers have studied this dug for many years.,গবেষকরা বহু বছর ধরে এই খনন করা নিয়ে গবেষণা করেছেন।,Easy,IELTS Band 5-6,noun,Simple,Present Perfect
Dumped,মাল খালাস করা,/dˈʌmpt/,"Next year, the company will dumped this plan.",আগামী বছর কোম্পানিটি এই পরিকল্পনা মাল খালাস করবে।,Easy,IELTS Band 5-6,verb,Simple,Future Simple
During,সময়ে,/dˈʊrɪŋ/,"Because they duringed early, the project succeeded.","যেহেতু তারা আগেই সময়ে করেছিল, প্রকল্পটি সফল হয়েছিল।",Easy,IELTS Band 5-6,verb,Complex,Past Simple
Dying,মৃত্যু,/dˈaɪɪŋ/,They dying this issue every single day.,তারা প্রতিদিন এই বিষয়টি মৃত্যু করে।,Easy,IELTS Band 5-6,verb,Simple,Present Simple
Dynamic,গতিশীল,/daɪnˈæmɪk/,It is dynamic to prepare well before the test.,পরীক্ষার আগে ভালোভাবে প্রস্তুতি নেওয়া গতিশীল।,Medium,IELTS Band 6-7,adjective,Simple,Present Simple
Dynasty,রাজবংশ,/dˈaɪnʌsti/,The article discusses the dynasty in great detail.,প্রবন্ধটিতে রাজবংশ নিয়ে বিস্তারিত আলোচনা করা হয়েছে।,Medium,IELTS Band 6-7,noun,Simple,Present Simple
Easier,সহজ,/ˈiziɜr/,Scientists are still examining the easier closely.,বিজ্ঞানীরা এখনো সহজ খুব কাছ থেকে পর্যবেক্ষণ করছেন।,Easy,IELTS Band 5-6,noun,Simple,Present Continuous
Easily,সহজে,/ˈizʌli/,She answered the question easily.,সে সহজে প্রশ্নের উত্তর দিয়েছিল।,Easy,IELTS Band 5-6,adverb,Simple,Past Simple
Eccentric,উদ্ভট,/ɪksˈɛntrɪk/,"Because the situation was so eccentric, everyone took notice.",পরিস্থিতিটি এতটাই উদ্ভট ছিল যে সবাই লক্ষ্য করেছিল।,Medium,IELTS Band 6-7,adjective,Complex,Past Simple
Economical,সাশ্রয়ী,/ɛkʌnˈɑmɪkʌl/,The result was extremely economical.,ফলাফলটি অত্যন্ত সাশ্রয়ী ছিল।,Hard,IELTS Band 7-9,adjective,Simple,Past Simple
Ecosytem,বাস্তু,,Every student should understand the ecosytem before the exam.,পরীক্ষার আগে প্রতিটি শিক্ষার্থীর বাস্তু সম্পর্কে বোঝা উচিত।,Medium,IELTS Band 6-7,noun,Simple,Present Simple
Educator,শিক্ষাবিদ,/ˈɛdʒʌkeɪtɜr/,The educator will play a major role in the final decision.,চূড়ান্ত সিদ্ধান্তে শিক্ষাবিদ বড় ভূমিকা রাখবে।,Hard,IELTS Band 7-9,noun,Simple,Future Simple
